GeneID,Entrez,Phylostrata
AURKC,6795,2
AUTS2,26053,6
AVEN,57099,4
AVIL,10677,2
AVL9,23080,2
AVP,551,8
AVPR1A,552,6
AVPR1B,553,9
AVPR2,554,8
AWAT1,158833,11
AXDND1,126859,4
AXIN1,8312,5
AXIN2,8313,5
AXL,558,7
AZGP1,563,11
AZI1,22994,2
AZI2,64343,7
AZIN1,51582,8
AZU1,566,6
B3GALNT1,8706,9
B3GALT1,8708,4
B3GALT2,8707,5
B3GALT4,8705,8
B3GALT5,10317,9
B3GALT6,126792,2
B3GALTL,145173,2
B3GAT1,27087,2
B3GAT2,135152,5
B3GAT3,26229,2
B3GNT1,11041,4
B3GNT2,10678,7
B3GNT3,10331,8
B3GNT4,79369,4
B3GNT5,84002,8
B3GNT6,192134,12
B3GNT7,93010,8
B3GNT8,374907,11
B3GNT9,84752,8
B3GNTL1,146712,1
B4GALNT1,2583,8
B4GALNT2,124872,10
B4GALNT3,283358,4
B4GALNT4,338707,4
B4GALT1,2683,5
B4GALT2,8704,5
B4GALT3,8703,6
B4GALT4,8702,8
B4GALT5,9334,8
B4GALT6,9331,8
B4GALT7,11285,4
B9D2,80776,2
BAALC,79870,8
BAAT,570,1
BACE1,23621,4
BACE2,25825,2
BACH1,571,7
BACH2,60468,7
BAD,572,8
BAG2,9532,6
BAG3,9531,6
BAG4,9530,4
BAG5,9529,8
BAG6,7917,2
BAHD1,22893,5
BAI1,575,5
BAI2,576,5
BAI3,577,5
BAIAP2,10458,4
BAIAP2L1,55971,6
BAIAP2L2,80115,8
BAIAP3,8938,4
BAK1,578,5
BAMBI,25805,6
BANF1,8815,4
BANF2,140836,11
BANK1,55024,9
BANP,54971,6
BAP1,8314,4
BARD1,580,2
BARHL1,56751,6
BARHL2,343472,6
BARX1,56033,5
BARX2,8538,8
BASP1,10409,3
BATF,10538,8
BATF2,116071,10
BATF3,55509,8
BAX,581,4
BAZ1A,11177,4
BAZ1B,9031,6
BAZ2A,11176,4
BAZ2B,29994,4
BBOX1,8424,3
BBS10,79738,5
BBS12,166379,4
BBS2,583,2
BBS4,585,2
BBS7,55212,2
BBS9,27241,2
BBX,56987,6
BCAM,4059,8
BCAN,63827,6
BCAP29,55973,2
BCAP31,10134,2
BCAR1,9564,4
BCAR3,8412,5
BCAS1,8537,9
BCAS2,10286,2
BCAS3,54828,2
BCAS4,55653,11
BCAT1,586,1
BCAT2,587,1
BCCIP,56647,2
BCDIN3D,144233,2
BCHE,590,1
BCKDHB,594,1
BCKDK,10295,2
BCL11A,53335,6
BCL11B,64919,6
BCL2,596,5
BCL2A1,597,9
BCL2L1,598,4
BCL2L10,10017,11
BCL2L11,10018,8
BCL2L12,83596,12
BCL2L13,23786,5
BCL2L14,79370,8
BCL2L15,440603,8
BCL2L2,599,5
BCL3,602,5
BCL6,604,7
BCL6B,255877,8
BCL7A,605,4
BCL7B,9275,8
BCL7C,9274,6
BCL9,607,8
BCL9L,283149,8
BCLAF1,9774,9
BCMO1,53630,1
BCO2,83875,1
BCOR,54880,6
BCORL1,63035,8
BCR,613,5
BCS1L,617,2
BDH1,622,1
BDH2,56898,1
BDKRB1,623,8
BDKRB2,624,8
BDNF,627,6
BDP1,55814,2
BEAN1,146227,8
BECN1,8678,2
BEGAIN,57596,8
BEND2,139105,8
BEND3,57673,8
BEND5,79656,6
BEND6,221336,9
BEND7,222389,8
BEST1,7439,6
BEST2,54831,2
BEST3,144453,2
BEST4,266675,6
BET1,10282,2
BET1L,51272,2
BEX1,55859,12
BEX2,84707,12
BEX4,56271,12
BEX5,340542,12
BFAR,51283,5
BFSP1,631,8
BFSP2,8419,8
BGLAP,632,8
BGN,633,2
BHLHA15,168620,5
BHLHA9,727857,10
BHLHE22,27319,4
BHLHE23,128408,4
BHLHE40,8553,8
BHLHE41,79365,8
BHMT,635,1
BHMT2,23743,11
BICC1,80114,4
BICD1,636,5
BICD2,23299,5
BID,637,9
BIK,638,12
BIN1,274,5
BIN2,51411,6
BIN3,55909,2
BIRC2,329,6
BIRC3,330,6
BIRC5,332,3
BIRC6,57448,2
BIRC7,79444,6
BIRC8,112401,15
BIVM,54841,2
BLACE,000,15
BLCAP,10904,5
BLM,641,1
BLMH,642,1
BLNK,29760,6
BLOC1S1,2647,2
BLOC1S3,388552,4
BLOC1S4,55330,2
BLOC1S6,26258,4
BLVRA,644,5
BLVRB,645,1
BLZF1,8548,4
BMF,90427,9
BMI1,648,6
BMP1,649,2
BMP10,27302,8
BMP15,9210,8
BMP2,650,5
BMP2K,55589,2
BMP3,651,6
BMP4,652,4
BMP5,653,6
BMP6,654,5
BMP7,655,6
BMP8A,353500,8
BMP8B,656,8
BMPER,168667,4
BMPR1B,658,4
BMPR2,659,5
BMS1,9790,2
BMX,660,4
BNC1,646,6
BNC2,54796,6
BNIP1,662,2
BNIP2,663,8
BNIP3,664,5
BNIP3L,665,8
BNIPL,149428,11
BOC,91653,8
BOD1,91272,4
BOD1L1,259282,4
BOK,666,5
BOLA1,51027,1
BOLA2,552900,1
BOLA2B,552900,1
BOLA3,388962,1
BOP1,23246,2
BORA,79866,4
BPGM,669,1
BPHL,670,1
BPI,671,2
BPIFA1,51297,10
BPIFA2,140683,12
BPIFA3,128861,12
BPIFB1,92747,10
BPIFB2,80341,11
BPIFB3,359710,9
BPIFB4,149954,7
BPIFB6,128859,9
BPIFC,254240,9
BPTF,2186,5
BPY2,9083,15
BPY2B,9083,15
BPY2C,9083,15
BRAF,673,4
BRAP,8315,2
BRAT1,221927,4
BRCA1,672,2
BRCA2,675,2
BRD1,23774,2
BRD2,6046,2
BRD3,8019,2
BRD4,23476,2
BRD7,29117,4
BRD8,10902,3
BRD9,65980,2
BRE,9577,2
BRF1,2972,2
BRF2,55290,6
BRI3,25798,5
BRI3BP,140707,8
BRICD5,283870,8
BRINP2,57795,8
BRINP3,339479,8
BRIP1,83990,1
BRIX1,55299,2
BRMS1,25855,6
BRMS1L,84312,4
BROX,148362,2
BRPF1,7862,2
BRPF3,27154,2
BRS3,680,6
BRSK1,84446,2
BRSK2,9024,2
BRWD1,54014,2
BRWD3,254065,2
BSCL2,26580,2
BSDC1,55108,2
BSG,682,8
BSN,8927,6
BSND,7809,12
BSPH1,100131137,5
BSPRY,54836,8
BST1,683,9
BSX,390259,6
BTAF1,9044,1
BTBD1,53339,5
BTBD10,84280,4
BTBD11,121551,5
BTBD16,118663,4
BTBD17,388419,6
BTBD18,643376,14
BTBD19,149478,4
BTBD2,55643,5
BTBD6,90135,6
BTBD7,55727,5
BTBD8,284697,4
BTBD9,114781,4
BTC,685,6
BTD,686,6
BTF3,689,2
BTF3L4,91408,2
BTG1,694,5
BTG2,7832,6
BTG3,10950,6
BTG4,54766,6
BTK,695,4
BTLA,151888,10
BTN1A1,696,9
BTN2A2,10385,11
BTN3A1,11119,12
BTN3A2,11118,15
BTN3A3,10384,12
BTNL3,10917,11
BTNL8,79908,11
BTNL9,153579,10
BTRC,8945,2
BUB1,699,2
BUB1B,701,2
BUB3,9184,2
BUD13,84811,2
BUD31,8896,2
BVES,11149,6
BX072566.1,339010,2
BX255923.1,000,15
BYSL,705,2
BZRAP1,9256,4
BZW1,9689,2
BZW2,28969,2
C10ORF68,79741,12
C10orf10,11067,11
C10orf105,414152,15
C10orf107,219621,4
C10orf111,221060,15
C10orf113,387638,14
C10orf118,55088,5
C10orf12,26148,9
C10orf120,399814,11
C10orf126,283080,15
C10orf129,142827,10
C10orf2,56652,1
C10orf25,220979,15
C10orf32,119032,6
C10orf53,282966,5
C10orf54,64115,8
C10orf62,414157,10
C10orf67,256815,4
C10orf71,118461,10
C10orf76,79591,2
C10orf85,000,14
C10orf88,80007,4
C10orf90,118611,9
C10orf91,170393,15
C10orf95,79946,6
C10orf99,387695,12
C11orf1,64776,4
C11orf16,56673,8
C11orf21,29125,15
C11orf24,53838,9
C11orf31,280636,2
C11orf35,256329,11
C11orf40,143501,15
C11orf42,160298,11
C11orf44,283171,15
C11orf45,219833,15
C11orf48,79081,15
C11orf49,79096,4
C11orf52,91894,11
C11orf53,341032,8
C11orf54,28970,3
C11orf58,10944,6
C11orf63,79864,2
C11orf65,160140,2
C11orf68,83638,3
C11orf70,85016,2
C11orf71,54494,12
C11orf73,51501,2
C11orf74,119710,4
C11orf80,79703,8
C11orf82,220042,5
C11orf83,790955,8
C11orf84,144097,10
C11orf85,283129,9
C11orf87,399947,9
C11orf88,399949,8
C11orf89,000,8
C11orf91,100131378,9
C11orf94,143678,11
C11orf96,387763,9
C12orf10,60314,1
C12orf23,90488,8
C12orf39,80763,8
C12orf4,57102,4
C12orf40,283461,10
C12orf42,374470,13
C12orf43,64897,5
C12orf45,121053,2
C12orf49,79794,2
C12orf5,57103,1
C12orf50,160419,9
C12orf55,374467,5
C12orf57,113246,2
C12orf60,144608,9
C12orf61,283416,14
C12orf66,144577,4
C12orf68,387856,11
C12orf73,728568,6
C12orf74,338809,12
C12orf76,400073,15
C13orf35,400165,15
C13orf45,729420,15
C14orf1,11161,2
C14orf105,55195,9
C14orf119,55017,5
C14orf142,84520,12
C14orf159,80017,2
C14orf164,100507650,5
C14orf166,51637,2
C14orf166B,145497,2
C14orf177,283598,14
C14orf178,283579,14
C14orf180,400258,12
C14orf183,196913,15
C14orf2,9556,10
C14orf28,122525,8
C14orf39,317761,9
C14orf79,122616,9
C14orf80,283643,4
C14orf93,60686,10
C15orf27,123591,7
C15orf32,145858,15
C15orf38-AP3S2,100526783,8
C15orf39,56905,8
C15orf40,123207,1
C15orf41,84529,2
C15orf43,145645,4
C15orf48,84419,6
C15orf53,400359,15
C15orf56,644809,15
C15orf57,90416,6
C15orf59,388135,8
C15orf60,283677,4
C15orf61,145853,4
C15orf62,643338,9
C16orf45,89927,8
C16orf47,388289,15
C16orf54,283897,10
C16orf58,64755,2
C16orf59,80178,8
C16orf62,57020,2
C16orf70,80262,2
C16orf71,146562,9
C16orf72,29035,4
C16orf74,404550,10
C16orf78,123970,12
C16orf80,29105,2
C16orf86,388284,12
C16orf87,388272,4
C16orf89,146556,4
C16orf90,646174,10
C16orf91,283951,8
C16orf92,146378,12
C16orf95,100506581,14
C16orf96,342346,5
C17orf100,388327,12
C17orf102,400591,15
C17orf104,284071,5
C17orf105,284067,2
C17orf107,100130311,14
C17orf47,284083,10
C17orf49,124944,5
C17orf50,146853,13
C17orf53,78995,2
C17orf58,284018,8
C17orf59,54785,4
C17orf62,79415,15
C17orf64,124773,10
C17orf66,256957,4
C17orf67,339210,9
C17orf70,80233,5
C17orf72,92340,12
C17orf74,201243,12
C17orf75,64149,4
C17orf77,146723,15
C17orf78,284099,9
C17orf80,55028,9
C17orf82,388407,15
C17orf85,55421,2
C17orf89,284184,9
C17orf96,100170841,11
C17orf97,400566,5
C17orf98,388381,4
C18orf25,147339,8
C18orf32,497661,8
C18orf42,642597,14
C18orf54,162681,8
C18orf8,29919,2
C19orf10,56005,4
C19orf12,83636,5
C19orf18,147685,12
C19orf26,255057,8
C19orf33,64073,12
C19orf35,374872,9
C19orf38,255809,10
C19orf40,91442,4
C19orf43,79002,6
C19orf44,84167,4
C19orf45,374877,4
C19orf47,126526,4
C19orf48,84798,15
C19orf52,90580,4
C19orf53,28974,3
C19orf54,284325,5
C19orf55,148137,4
C19orf57,79173,12
C19orf59,199675,12
C19orf66,55337,8
C19orf67,646457,8
C19orf68,374920,10
C19orf69,100170765,13
C19orf70,125988,8
C19orf71,100128569,10
C19orf73,55150,14
C19orf77,284422,8
C19orf80,55908,10
C19orf81,342918,7
C1D,10438,2
C1GALT1,56913,2
C1GALT1C1,29071,8
C1QB,713,9
C1QBP,708,4
C1QC,714,8
C1QL1,10882,8
C1QL2,165257,8
C1QL3,389941,6
C1QL4,338761,8
C1QTNF1,114897,8
C1QTNF2,114898,8
C1QTNF3,114899,6
C1QTNF4,114900,8
C1QTNF5,83552,8
C1QTNF6,114904,7
C1QTNF7,114905,8
C1QTNF8,390664,9
C1QTNF9,338872,8
C1QTNF9B,387911,8
C1RL,51279,12
C1S,716,6
C1orf100,200159,9
C1orf101,257044,5
C1orf105,92346,12
C1orf106,55765,8
C1orf109,54955,4
C1orf111,284680,9
C1orf112,55732,4
C1orf115,79762,8
C1orf116,79098,8
C1orf122,127687,15
C1orf123,54987,2
C1orf127,148345,13
C1orf134,000,15
C1orf137,388667,15
C1orf141,400757,12
C1orf145,000,15
C1orf146,388649,5
C1orf147,000,14
C1orf158,93190,4
C1orf159,54991,8
C1orf162,128346,12
C1orf167,000,12
C1orf168,199920,9
C1orf170,84808,8
C1orf172,126695,8
C1orf173,127254,5
C1orf174,339448,8
C1orf177,163747,5
C1orf180,000,15
C1orf185,284546,13
C1orf186,440712,12
C1orf189,388701,5
C1orf192,257177,4
C1orf194,127003,5
C1orf195,727684,15
C1orf198,84886,6
C1orf200,000,14
C1orf21,81563,7
C1orf220,400798,15
C1orf222,85452,2
C1orf226,400793,8
C1orf227,149643,12
C1orf228,339541,2
C1orf229,388759,13
C1orf233,643988,13
C1orf27,54953,2
C1orf35,79169,2
C1orf43,25912,4
C1orf50,79078,1
C1orf51,148523,8
C1orf52,148423,8
C1orf53,388722,1
C1orf54,79630,11
C1orf56,54964,11
C1orf61,10485,15
C1orf63,57035,8
C1orf64,149563,12
C1orf65,164127,10
C1orf74,148304,5
C1orf85,112770,4
C1orf86,199990,12
C1orf87,127795,4
C1orf95,375057,2
C2,717,5
C20orf112,140688,5
C20orf141,128653,12
C20orf144,128864,11
C20orf166,128826,15
C20orf187,000,15
C20orf194,25943,2
C20orf195,79025,9
C20orf196,149840,9
C20orf197,284756,15
C20orf201,198437,4
C20orf202,400831,14
C20orf24,55969,2
C20orf27,54976,4
C20orf62,140834,15
C20orf78,100128496,15
C20orf85,128602,4
C20orf96,140680,4
C21orf128,000,15
C21orf140,101928147,9
C21orf2,755,2
C21orf33,8209,1
C21orf49,000,15
C21orf58,54058,8
C21orf62,56245,9
C21orf67,000,15
C21orf88,000,15
C21orf90,000,15
C21orf91,54149,8
C22orf15,150248,10
C22orf23,84645,2
C22orf24,25775,15
C22orf26,55267,15
C22orf29,54584,12
C22orf31,25770,11
C22orf34,000,15
C22orf39,128977,4
C22orf42,150297,15
C22orf43,51233,14
C22orf46,79640,12
C2CD2,25966,8
C2CD2L,9854,5
C2CD3,26005,4
C2CD4A,145741,11
C2CD4B,388125,13
C2CD4C,126567,8
C2CD4D,100191040,13
C2CD5,9847,2
C2orf15,51263,5
C2orf16,84226,2
C2orf27B,408029,15
C2orf40,84417,8
C2orf42,54980,6
C2orf43,60526,2
C2orf44,80304,4
C2orf47,79568,6
C2orf49,79074,6
C2orf50,130813,5
C2orf53,339779,12
C2orf54,79919,9
C2orf57,165100,12
C2orf61,285051,4
C2orf62,375307,5
C2orf66,401027,9
C2orf68,388969,5
C2orf69,205327,2
C2orf70,339778,5
C2orf71,388939,8
C2orf72,257407,12
C2orf73,129852,5
C2orf76,130355,2
C2orf78,388960,7
C2orf80,389073,11
C2orf81,388963,4
C2orf82,389084,9
C2orf83,56918,15
C2orf88,84281,11
C3,718,5
C3AR1,719,9
C3orf14,57415,5
C3orf17,25871,5
C3orf18,51161,6
C3orf20,84077,11
C3orf22,152065,13
C3orf27,23434,15
C3orf30,152405,5
C3orf33,285315,5
C3orf35,339883,15
C3orf38,285237,5
C3orf49,000,10
C3orf52,79669,8
C3orf55,152078,3
C3orf56,285311,13
C3orf58,205428,5
C3orf62,375341,11
C3orf65,000,15
C3orf67,200844,2
C3orf70,285382,8
C3orf72,401089,15
C3orf80,401097,11
C4A,720,5
C4B,721,5
C4BPA,722,8
C4BPB,725,11
C4B_2,721,5
C4orf17,84103,9
C4orf19,55286,9
C4orf21,55345,2
C4orf22,255119,2
C4orf27,54969,4
C4orf32,132720,8
C4orf33,132321,4
C4orf36,132989,11
C4orf40,401137,13
C4orf46,201725,11
C4orf47,441054,2
C4orf48,401115,8
C4orf51,646603,13
C4orf6,10141,15
C5,727,5
C5AR1,728,8
C5AR2,27202,11
C5orf15,56951,9
C5orf22,55322,5
C5orf24,134553,8
C5orf28,64417,4
C5orf30,90355,8
C5orf34,375444,4
C5orf38,153571,15
C5orf42,65250,4
C5orf45,51149,2
C5orf46,389336,12
C5orf47,133491,13
C5orf48,389320,11
C5orf49,134121,4
C5orf51,285636,5
C5orf52,100190949,12
C5orf54,63920,12
C5orf56,000,14
C5orf64,285668,15
C6,729,7
C6ORF165,154313,2
C6ORF50,000,15
C6orf1,221491,15
C6orf10,10665,16
C6orf100,000,15
C6orf106,64771,4
C6orf118,168090,7
C6orf120,387263,4
C6orf132,647024,10
C6orf136,221545,4
C6orf15,29113,11
C6orf163,206412,4
C6orf164,000,15
C6orf195,154386,15
C6orf201,404220,13
C6orf203,51250,6
C6orf205,394263,1
C6orf211,79624,2
C6orf222,389384,12
C6orf226,441150,13
C6orf25,80739,11
C6orf47,57827,11
C6orf52,347744,13
C6orf57,135154,2
C6orf58,352999,4
C6orf62,81688,5
C6orf89,221477,8
C6orf99,100130967,15
C7,730,8
C7orf25,79020,2
C7orf26,79034,4
C7orf31,136895,4
C7orf33,202865,14
C7orf34,135927,11
C7orf43,55262,4
C7orf50,84310,2
C7orf55,154791,5
C7orf55-LUC7L2,51631,2
C7orf57,136288,4
C7orf60,154743,2
C7orf62,219557,2
C7orf63,79846,2
C7orf66,154907,15
C7orf69,80099,15
C7orf71,285941,14
C7orf72,100130988,4
C8A,731,8
C8B,732,8
C8G,733,8
C8orf12,83656,15
C8orf22,492307,9
C8orf31,286122,15
C8orf34,116328,4
C8orf37,157657,2
C8orf4,56892,8
C8orf44,56260,14
C8orf46,254778,8
C8orf47,203111,11
C8orf48,157773,5
C8orf58,541565,11
C8orf59,401466,10
C8orf74,203076,4
C8orf76,84933,5
C8orf82,414919,2
C8orf86,389649,15
C9,735,8
C9orf116,138162,5
C9orf117,286207,2
C9orf129,445577,14
C9orf131,138724,12
C9orf135,138255,5
C9orf141,101928638,15
C9orf142,286257,5
C9orf152,401546,9
C9orf153,389766,12
C9orf156,51531,1
C9orf16,79095,6
C9orf163,158055,15
C9orf169,375791,11
C9orf170,401535,15
C9orf171,389799,2
C9orf172,389813,5
C9orf173,441476,4
C9orf24,84688,9
C9orf3,84909,4
C9orf37,85026,15
C9orf40,55071,10
C9orf41,138199,2
C9orf47,286223,15
C9orf50,375759,12
C9orf57,138240,13
C9orf62,157927,15
C9orf64,84267,2
C9orf72,203228,4
C9orf78,51759,2
C9orf84,158401,11
C9orf85,138241,2
C9orf9,11092,7
C9orf91,203197,9
C9orf92,100129385,15
C9orf96,169436,4
CA1,759,2
CA10,56934,4
CA11,770,11
CA12,771,4
CA13,377677,2
CA14,23632,6
CA2,760,1
CA3,761,6
CA4,762,8
CA5A,763,8
CA5B,11238,8
CA6,765,6
CA7,766,1
CA8,767,4
CA9,768,2
CAAP1,79886,4
CAB39,51719,2
CAB39L,81617,2
CABIN1,23523,2
CABLES1,91768,2
CABLES2,81928,6
CABP1,9478,8
CABP2,51475,8
CABP4,57010,11
CABP5,56344,8
CABP7,164633,8
CABS1,85438,12
CACFD1,11094,4
CACHD1,57685,4
CACNA1A,773,2
CACNA1B,774,2
CACNA1C,775,2
CACNA1D,776,2
CACNA1E,777,2
CACNA1F,778,2
CACNA1G,8913,2
CACNA1H,8912,2
CACNA1I,8911,2
CACNA1S,779,2
CACNA2D1,781,6
CACNA2D2,9254,6
CACNA2D3,55799,4
CACNA2D4,93589,4
CACNB1,782,4
CACNB2,783,4
CACNB3,784,11
CACNG1,786,8
CACNG2,10369,8
CACNG3,10368,8
CACNG4,27092,8
CACNG5,27091,15
CACNG6,59285,8
CACNG7,59284,6
CACNG8,59283,8
CACTIN,58509,2
CACUL1,143384,4
CACYBP,27101,2
CAD,790,1
CADM1,23705,7
CADM2,253559,6
CADM3,57863,8
CADM4,199731,8
CADPS2,93664,4
CAGE1,285782,10
CALB1,793,8
CALB2,794,4
CALCA,796,8
CALCOCO1,57658,8
CALCOCO2,10241,4
CALCR,799,5
CALCRL,10203,6
CALD1,800,8
CALHM1,255022,8
CALHM2,51063,8
CALHM3,119395,8
CALM1,801,2
CALM2,801,2
CALM3,801,2
CALML3,810,2
CALML4,91860,8
CALML5,51806,12
CALML6,163688,7
CALN1,83698,8
CALR,811,2
CALR3,125972,10
CALU,813,2
CALY,50632,12
CAMK1,8536,2
CAMK1D,57118,2
CAMK1G,57172,2
CAMK2A,815,2
CAMK2B,816,2
CAMK2D,817,2
CAMK2G,818,2
CAMK2N1,55450,8
CAMK2N2,94032,8
CAMK4,814,2
CAMKK1,84254,2
CAMKK2,10645,2
CAMKMT,79823,2
CAMKV,79012,8
CAMLG,819,8
CAMP,820,9
CAMSAP1,157922,2
CAMSAP2,23271,2
CAMSAP3,57662,2
CAMTA1,23261,5
CAMTA2,23125,5
CAND2,23066,2
CANT1,124583,2
CANX,821,2
CAP1,10487,2
CAP2,10486,2
CAPG,822,8
CAPN1,823,2
CAPN10,11132,8
CAPN11,11131,2
CAPN12,147968,2
CAPN14,440854,9
CAPN15,6650,2
CAPN2,824,2
CAPN3,825,2
CAPN6,827,4
CAPN7,23473,2
CAPN9,10753,2
CAPNS2,84290,8
CAPRIN1,4076,4
CAPRIN2,65981,8
CAPS2,84698,4
CAPSL,133690,2
CAPZA1,829,2
CAPZA2,830,2
CAPZA3,93661,9
CARD10,29775,9
CARD11,84433,5
CARD14,79092,8
CARD16,114769,15
CARD6,84674,5
CARD8,22900,14
CARD9,64170,8
CARF,79800,4
CARHSP1,23589,1
CARKD,55739,1
CARM1,10498,2
CARNS1,57571,1
CARS,833,1
CARS2,79587,1
CARTPT,9607,8
CASC1,55259,2
CASC10,399726,15
CASC3,22794,2
CASC4,113201,6
CASC5,57082,5
CASD1,64921,2
CASK,8573,4
CASKIN1,57524,4
CASKIN2,57513,4
CASP1,834,8
CASP10,843,8
CASP14,23581,10
CASP16,197350,10
CASP2,835,6
CASP3,836,4
CASP4,837,12
CASP5,838,14
CASP6,839,7
CASP7,840,4
CASP8,841,5
CASP9,842,8
CASQ1,844,5
CASQ2,845,4
CASR,846,4
CASS4,57091,8
CAST,831,8
CASZ1,54897,6
CAT,847,1
CATSPER1,117144,5
CATSPER2,117155,5
CATSPER3,347732,5
CATSPER4,378807,5
CATSPERB,79820,5
CATSPERD,257062,11
CATSPERG,57828,5
CAV1,857,5
CAV2,858,8
CAV3,859,4
CBFA2T2,9139,4
CBFA2T3,863,4
CBFB,865,4
CBL,867,4
CBLB,868,4
CBLC,23624,12
CBLL1,79872,6
CBLN1,869,7
CBLN2,147381,8
CBLN3,643866,11
CBLN4,140689,8
CBR1,873,1
CBR3,874,1
CBR4,84869,1
CBS,875,1
CBWD1,55871,1
CBWD2,55871,1
CBWD3,55871,1
CBWD5,55871,1
CBWD6,150472,1
CBX2,84733,5
CBX3,11335,6
CBX4,8535,8
CBX5,23468,2
CBX6,23466,5
CBX7,23492,4
CBX8,57332,6
CBY1,25776,4
CBY3,646019,10
CC2D1A,54862,4
CC2D1B,200014,4
CC2D2A,57545,2
CC2D2B,387707,12
CCAR1,55749,2
CCAR2,57805,10
CCBE1,147372,8
CCBL1,883,1
CCBL2,56267,1
CCDC101,112869,2
CCDC102A,92922,4
CCDC102B,79839,4
CCDC103,388389,2
CCDC104,112942,2
CCDC105,126402,4
CCDC106,29903,8
CCDC107,203260,8
CCDC108,255101,2
CCDC109B,55013,8
CCDC11,220136,2
CCDC110,256309,10
CCDC112,153733,2
CCDC113,29070,2
CCDC114,93233,2
CCDC115,84317,2
CCDC116,164592,11
CCDC117,150275,8
CCDC120,90060,8
CCDC122,160857,9
CCDC124,115098,2
CCDC125,202243,4
CCDC126,90693,8
CCDC129,223075,10
CCDC13,152206,2
CCDC130,81576,2
CCDC132,55610,2
CCDC134,79879,4
CCDC135,84229,2
CCDC137,339230,4
CCDC138,165055,4
CCDC14,64770,4
CCDC140,151278,15
CCDC141,285025,6
CCDC142,84865,4
CCDC144A,9720,5
CCDC144NL,339184,15
CCDC146,57639,2
CCDC147,159686,2
CCDC148,130940,2
CCDC149,91050,4
CCDC15,80071,4
CCDC151,115948,2
CCDC152,100129792,8
CCDC154,645811,7
CCDC155,147872,10
CCDC157,550631,4
CCDC158,339965,10
CCDC160,347475,5
CCDC168,643677,12
CCDC17,149483,5
CCDC170,80129,4
CCDC171,203238,4
CCDC172,374355,5
CCDC174,51244,2
CCDC178,374864,9
CCDC18,343099,8
CCDC180,100499483,4
CCDC181,57821,4
CCDC182,101927581,11
CCDC183,84960,9
CCDC19,25790,2
CCDC22,28952,2
CCDC23,374969,4
CCDC24,149473,2
CCDC25,55246,2
CCDC27,148870,7
CCDC28B,79140,5
CCDC3,83643,7
CCDC30,728621,8
CCDC33,80125,4
CCDC34,91057,4
CCDC36,339834,9
CCDC37,348807,2
CCDC38,120935,10
CCDC39,339829,2
CCDC40,55036,2
CCDC41,51134,2
CCDC42,146849,2
CCDC42B,387885,12
CCDC43,124808,2
CCDC47,57003,2
CCDC50,152137,7
CCDC51,79714,5
CCDC53,51019,2
CCDC54,84692,10
CCDC58,131076,4
CCDC59,29080,2
CCDC60,160777,4
CCDC61,729440,2
CCDC62,84660,4
CCDC63,160762,2
CCDC64,92558,5
CCDC64B,146439,10
CCDC65,85478,1
CCDC66,285331,4
CCDC67,159989,9
CCDC68,80323,10
CCDC69,26112,8
CCDC70,83446,1
CCDC71,64925,9
CCDC73,493860,9
CCDC74A,90557,4
CCDC74B,90557,4
CCDC77,84318,2
CCDC78,124093,2
CCDC8,83987,12
CCDC81,60494,4
CCDC82,79780,6
CCDC83,220047,4
CCDC84,338657,2
CCDC85A,114800,5
CCDC85B,11007,8
CCDC85C,317762,4
CCDC86,79080,2
CCDC87,55231,4
CCDC88A,55704,3
CCDC88B,283234,11
CCDC88C,440193,3
CCDC89,220388,5
CCDC9,26093,5
CCDC90B,60492,2
CCDC91,55297,5
CCDC92,80212,4
CCDC93,54520,2
CCDC94,55702,2
CCDC96,257236,2
CCDC97,90324,2
CCER1,196477,12
CCHCR1,54535,8
CCIN,881,10
CCK,885,8
CCKAR,886,6
CCKBR,887,6
CCL1,6346,9
CCL11,6356,8
CCL13,6357,10
CCL14,6358,12
CCL16,6360,12
CCL17,6361,9
CCL18,6362,14
CCL19,6363,8
CCL2,6347,8
CCL20,6364,8
CCL21,6366,8
CCL22,6367,8
CCL23,6368,12
CCL24,6369,11
CCL26,10344,11
CCL27,10850,8
CCL28,56477,8
CCL3,6348,8
CCL4L1,9560,12
CCL4L2,9560,10
CCL5,6352,9
CCL7,6354,12
CCL8,6355,11
CCM2,83605,6
CCM2L,140706,8
CCNA1,8900,2
CCNA2,890,2
CCNB1,891,2
CCNB1IP1,57820,2
CCNB2,9133,2
CCNB3,85417,4
CCNC,892,2
CCND1,595,8
CCND2,894,4
CCND3,896,4
CCNDBP1,23582,4
CCNE1,898,4
CCNE2,9134,8
CCNF,899,4
CCNG1,900,5
CCNG2,901,6
CCNH,902,2
CCNI,10983,2
CCNI2,645121,8
CCNJL,79616,8
CCNL1,57018,2
CCNL2,81669,2
CCNO,10309,7
CCNT1,904,4
CCNT2,905,4
CCNY,219771,2
CCNYL1,151195,2
CCP110,9738,4
CCPG1,9236,8
CCR1,1230,10
CCR10,2826,11
CCR2,729230,12
CCR3,1232,11
CCR4,1233,8
CCR6,1235,8
CCR7,1236,8
CCR8,1237,9
CCR9,10803,8
CCRL2,9034,10
CCRN4L,25819,2
CCS,9973,2
CCSAP,126731,4
CCSER1,401145,8
CCSER2,54462,6
CCT2,10576,2
CCT3,7203,1
CCT4,10575,2
CCT5,22948,1
CCT6A,908,2
CCT6B,10693,2
CCT7,10574,2
CCT8,10694,2
